C:\Users\Owner\Desktop\5thSemester\CVI-project\IMG\center_2026_04_12_18_26_35_145.jpg, C:\Users\Owner\Desktop\5thSemester\CVI-project\IMG\left_2026_04_12_18_26_35_145.jpg, C:\Users\Owner\Desktop\5thSemester\CVI-project\IMG\right_2026_04_12_18_26_35_145.jpg, 0, 0, 0, 8.399294E-05
C:\Users\Owner\Desktop\5thSemester\CVI-project\IMG\center_2026_04_12_18_26_35_245.jpg, C:\Users\Owner\Desktop\5thSemester\CVI-project\IMG\left_2026_04_12_18_26_35_245.jpg, C:\Users\Owner\Desktop\5thSemester\CVI-project\IMG\right_2026_04_12_18_26_35_245.jpg, 0, 0, 0, 8.440178E-05
C:\Users\Owner\Desktop\5thSemester\CVI-project\IMG\center_2026_04_12_18_26_35_348.jpg, C:\Users\Owner\Desktop\5thSemester\CVI-project\IMG\left_2026_04_12_18_26_35_348.jpg, C:\Users\Owner\Desktop\5thSemester\CVI-project\IMG\right_2026_04_12_18_26_35_348.jpg, 0, 0, 0, 8.040887E-05
C:\Users\Owner\Desktop\5thSemester\CVI-project\IMG\center_2026_04_12_18_26_35_451.jpg, C:\Users\Owner\Desktop\5thSemester\CVI-project\IMG\left_2026_04_12_18_26_35_451.jpg, C:\Users\Owner\Desktop\5thSemester\CVI-project\IMG\right_2026_04_12_18_26_35_451.jpg, 0, 0, 0, 8.338175E-05
C:\Users\Owner\Desktop\5thSemester\CVI-project\IMG\center_2026_04_12_18_26_35_553.jpg, C:\Users\Owner\Desktop\5thSemester\CVI-project\IMG\left_2026_04_12_18_26_35_553.jpg, C:\Users\Owner\Desktop\5thSemester\CVI-project\IMG\right_2026_04_12_18_26_35_553.jpg, 0, 0, 0, 7.800342E-05
C:\Users\Owner\Desktop\5thSemester\CVI-project\IMG\center_2026_04_12_18_26_35_660.jpg, C:\Users\Owner\Desktop\5thSemester\CVI-project\IMG\left_2026_04_12_18_26_35_660.jpg, C:\Users\Owner\Desktop\5thSemester\CVI-project\IMG\right_2026_04_12_18_26_35_660.jpg, 0, 0, 0, 8.395427E-05
C:\Users\Owner\Desktop\5thSemester\CVI-project\IMG\center_2026_04_12_18_26_35_764.jpg, C:\Users\Owner\Desktop\5thSemester\CVI-project\IMG\left_2026_04_12_18_26_35_764.jpg, C:\Users\Owner\Desktop\5thSemester\CVI-project\IMG\right_2026_04_12_18_26_35_764.jpg, 0, 0, 0, 8.191536E-05
C:\Users\Owner\Desktop\5thSemester\CVI-project\IMG\center_2026_04_12_18_26_35_870.jpg, C:\Users\Owner\Desktop\5thSemester\CVI-project\IMG\left_2026_04_12_18_26_35_870.jpg, C:\Users\Owner\Desktop\5thSemester\CVI-project\IMG\right_2026_04_12_18_26_35_870.jpg, 0, 0, 0, 7.783413E-05
C:\Users\Owner\Desktop\5thSemester\CVI-project\IMG\center_2026_04_12_18_26_35_978.jpg, C:\Users\Owner\Desktop\5thSemester\CVI-project\IMG\left_2026_04_12_18_26_35_978.jpg, C:\Users\Owner\Desktop\5thSemester\CVI-project\IMG\right_2026_04_12_18_26_35_978.jpg, 0, 0, 0, 8.027884E-05
C:\Users\Owner\Desktop\5thSemester\CVI-project\IMG\center_2026_04_12_18_26_36_086.jpg, C:\Users\Owner\Desktop\5thSemester\CVI-project\IMG\left_2026_04_12_18_26_36_086.jpg, C:\Users\Owner\Desktop\5thSemester\CVI-project\IMG\right_2026_04_12_18_26_36_086.jpg, 0, 0, 0, 7.797289E-05
